MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,VRKME,NETPR,NETWR,WERKS,LGORT,PSTYV,ABGRU
100,5000000283,000030,MAT00039,Carton Box 10,43,EA,324.64,13959.52,G100,0003,TAN,
100,5000000283,000040,MAT00016,Safety Helmet 4,14,EA,270.9,3792.6,G100,0003,TAN,
100,5000000284,000010,MAT00075,Carton Box 19,19,EA,867.26,16477.94,G100,0003,TAN,
100,5000000284,000020,MAT00033,Business Monitor 9,10,EA,23455.89,187647.12,G100,0002,TAN,
100,5000000285,000010,MAT00061,Business Monitor 16,8,EA,15158.81,121270.48,G100,0003,TAN,
100,5000000285,000020,MAT00006 ,Meeting Table 2,42,EA,,588494.34,A100,0003,TAN,
100,5000000285,000030,MAT00008,Industrial Lubricant 2,3,EA,6080.23,18240.69,G100,0002,TAN,
100,5000000285,000040,MAT00073,USB-C Dock 19,23,EA,5729.21,131771.83,A100,0001,TAN,
100,5000000286,000010,MAT00020,Tool Kit 5,12,EA,3852.54,46230.48,A100,0003,TAN,
100,5000000287,000010,MAT00019,Carton Box 5,0,EA,858.7,49804.6,A100,0002,TAN,
100,5000000287,000020,MAT00001,Barcode Scanner 1,20,EA ,9945.48,198909.6,X999,0003,TAN,
100,5000000287,000030,MAT00055,Packing Tape 14,21,EA,1128.32,23694.72,G100,0002,TAN,
100,5000000287,000040,MAT00078,Filing Cabinet 20,16,EA,8613.54,137816.64,C100,0001,TAN,
100,5000000287,000050,MAT00048,Safety Helmet 12,3,EA,1622.94,3895.06,A100,0002,TAN,
100,5000000288,000010,MAT00076,Industrial Lubricant 19,52,EA,2405.2,125070.4,C100,0002,TAN,
100,5000000288,000020,MAT00004,Industrial Lubricant 1,50,Each,4534.32,226716.0,G100,0001,TAN,
100,5000000288,000030,MAT00077,Business Monitor 20,26,EA,4283.39,111368.14,G100,0001,TAN,
100,5000000289,000010,mat00019,Carton Box 5,51,EA,964.38,49183.38,A100,0001,TAN,
100,5000000289,000020,mat00012,Drill Bit Set 3,25,EA,4951.01,123775.25,C100,0001,TAN,
100,5000000289,000030,MAT00009,Business Monitor 3,32,EA,44310.78,1417944.96,G100,0001,TAN,
100,5000000289,000040,MAT00061,Business Monitor 16,33,EA,13419.06,442828.98,A100,0001,TAN,
100,5000000290,000010,MAT00010,Office Chair 3,13,EA,14790.11,192271.43,A100,0001,TAN,
100,5000000290,000020,MAT00060,Tool Kit 15,54,EA,1849.12,99852.48,A100,0002,TAN,
100,5000000290,000030,MAT00026,Filing Cabinet 7,28,EA,10048.49,281357.72,C100,0003,TAN,
100,5000000291,000010,MAT00068,Safety Gloves 17,12,EA,6380.01,76560.12,C100,0002,TAN,
100,5000000291,000020,MAT00003,Packing Tape 1,42,EA,752.35,31598.7,C100,0002,TAN,
100,5000000291,000030,MAT00023,Pallet 6,38,EA,1018.42,30959.97,G100,0003,TAN,
100,5000000291,000040,MAT00014,Filing Cabinet 4,42,EA,10547.37,442989.54,G100,0001,TAN,
100,5000000292,000010,MAT00030,Standing Desk 8,53,EA,5324.23,282184.19,G100,0002,TAN,
100,5000000292,000020,MAT00074,Standing Desk 19,57,EA,,350080.32,C100,0003,TAN,
100,5000000292,000030,MAT00079,Packing Tape 20,21,EA,51.2,1075.2,C100,0001,TAN,
100,5000000293,000010,MAT00043,Carton Box 11,39,EA,572.91,22343.49,A100,0002,TAN,
100,5000000293,000020,MAT00005,USB-C Dock 2,43,EA,5692.3,244768.9,C100,0001,TAN,
100,5000000294,000010,MAT00023,Pallet 6,10,EA,,11710.7,G100,0001,TAN,
100,5000000294,000020,MAT00059,Pallet 15,45,EA,225.45,10145.25,C100,0003,TAN,
100,5000000294,000030,MAT00049,Laptop 15 Inch 13,44,EA,11680.54,513943.76,G100,0001,TAN,
100,5000000294,000040,MAT00027,Packing Tape 7,6,EA,799.71,4798.26,A100,0002,TAN,
100,5000000295,000010,MAT00003,Packing Tape 1,51,EA,885.02,45136.02,C100,0001,TAN,
100,5000000295,000020,MAT00004,Industrial Lubricant 1,55,EA,4710.45,259074.75,C100,0001,TAN,
100,5000000295,000030,MAT00012,Drill Bit Set 3,37,EA,4589.73,169820.01,A100,0001,TAN,
100,5000000296,000010,MAT00058,Office Chair 15,37,EA,4935.87,182627.19,G100,0001,TAN,
100,5000000296,000020,MAT00068,Safety Gloves 17,1,EA,6388.08,6388.08,C100,0003,TAN,
100,5000000296,000030,MAT00011,Bubble Wrap 3,40,EA,28.09,1123.6,G100,0002,TAN,
100,5000000296,000040,MAT00022,Office Chair 6,16,EA,6908.86,110541.76,G100,0001,TAN,
100,5000000297,000010,MAT00047,Stretch Film 12,4,EA,551.04,2204.16,A100,0001,TAN,
100,5000000297,000020,MAT00048,Safety Helmet 12,44,EA,,73941.56,C100,0002,TAN,
100,5000000297,000030,MAT00066,Standing Desk 17,34,PC,4305.09,146373.06,C100,0001,TAN,
100,5000000297,000040,MAT00073,USB-C Dock 19,51,EA,6637.77,338526.27,G100,0001,TAN,
100,5000000298,000010,MAT00071,Pallet 18,17,EA,867.76,14751.92,A100,0003,TAN,
100,5000000298,000020,MAT00058,Office Chair 15,3,Each,-4633.42,13900.26,C100,0001,TAN,
100,5000000299,000010,MAT00002,Desk Lamp 1,31,EA,7208.38,223459.78,A100,0003,TAN,
100,5000000299,000020,MAT00027,Packing Tape 7,57,EA,886.96,50556.72,G100,0001,TAN,
100,5000000300,000010,MAT00045,Laptop 15 Inch 12,33,EA,11112.31,366706.23,C100,0003,TAN,
100,5000000301,000010,MAT00020,Tool Kit 5,51,EA,3773.77,192462.27,A100,0002,TAN,
100,5000000301,000020,MAT00040,Drill Bit Set 10,45,EA,3570.9,160690.5,G100,0001,TAN,
100,5000000301,000030,MAT00003,Packing Tape 1,41,EA,892.77,36603.57,C100,0001,TAN,
100,5000000301,000040,mat00013,Business Monitor 4,36,EA,34846.77,1254483.72,A100,0001,TAN,
100,5000000301,000050, MAT00030,Standing Desk 8,49,EA,6090.49,298434.01,A100,0002,TAN,
100,5000000302,000010,MAT00002,Desk Lamp 1,50,EA,8282.48,414124.0,G100,0001,TAN,
100,5000000302,000020,MAT00032,Safety Helmet 8,28,EA,311.57,8723.96,A100,0002,TAN,
100,5000000303,000010,MAT00076,Industrial Lubricant 19,36,EA,1998.29,71938.44,G100,0002,TAN,
100,5000000304,000010,MAT00075,Carton Box 19,8,EA,833.79,6670.32,A100,0002,TAN,
100,5000000305,000010,MAT00046,Meeting Table 12,13,EA,17464.05,227032.65,A100,0002,TAN,
100,5000000305,000020,MAT00057,Wireless Keyboard 15,43,EA,35698.51,1535035.93,C100,0001,TAN,
100,5000000305,000030,MAT00070,Meeting Table 18,54,EA,4941.58,266845.32,A100,0003,TAN,
100,5000000305,000040,MAT00010,Office Chair 3,47,EA,14420.1,677744.7,C100,0001,TAN,
100,5000000306,000010,MAT00061,Business Monitor 16,58,EA,14885.93,863383.94,A100,0001,TAN,
100,5000000307,000010, MAT00018,Filing Cabinet 5,-5,EA,-3243.94,58390.92,G100,0002,TAN,
100,5000000307,000020,MAT00039,Carton Box 10,37,EA,352.83,13054.71,G100,0001,TAN,
100,5000000308,000010,MAT00074,Standing Desk 19,36,ea,6113.02,220068.72,A100,0002,TAN,
100,5000000308,000020,MAT00031,Packing Tape 8,39,EA,162.39,6333.21,A100,0003,TAN,
100,5000000309,000010,MAT00010,Office Chair 3,39,EA,16170.38,630644.82,A100,0001,TAN,
100,5000000309,000020,MAT00050,Filing Cabinet 13,36,EA,10155.38,365593.68,C100,0001,TAN,
100,5000000309,000030,MAT00056,Safety Gloves 14,16,EA,,100094.4,A100,0001,TAN,
100,5000000309,000040,MAT00064,Drill Bit Set 16,8,EA,3038.19,24305.52,A100,0002,TAN,
100,5000000310,000010,MAT00015,Carton Box 4,41,EA,204.16,8370.56,C100,0003,TAN,
100,5000000310,000020,MAT00025,Barcode Scanner 7,-1,EA,19884.31,1053868.43,G100,0001,TAN,
100,5000000310,000030,MAT00002,Desk Lamp 1,52,EA,7621.13,396298.76,A100,0002,TAN,
100,5000000310,000040,MAT00054,Office Chair 14,24,EA,4979.26,119502.24,G100,0001,TAN,
100,5000000310,000050,MAT00048,Safety Helmet 12,11,EA,1830.39,20134.29,G100,0003,TAN,
100,5000000311,000010,MAT00036,Safety Gloves 9,12,EA,2834.9,34018.8,A100,0003,TAN,
100,5000000311,000020,MAT00051,Bubble Wrap 13,13,ea,948.92,12335.96,C100,0002,TAN,
100,5000000312,000010,MAT00008,Industrial Lubricant 2,26,EA,7079.99,184079.74,C100,0001,TAN,
100,5000000312,000020,MAT00058,Office Chair 15,51,EA,4225.65,215508.15,A100,0001,TAN,
100,5000000312,000030,MAT00030,Standing Desk 8,37,EA,5335.76,197423.12,A100,0001,TAN,
100,5000000312,000040,MAT00057,Wireless Keyboard 15,49,EA,36225.68,1775058.32,C100,0001,TAN,
100,5000000312,000050,MAT00077,Business Monitor 20,56,EA,4277.01,239512.56,A100,0001,TAN,
100,5000000313,000010,MAT00078,Filing Cabinet 20,-1,EA,8720.91,209301.84,G100,0003,TAN,
100,5000000313,000020,MAT00014,Filing Cabinet 4,46,EA,9976.5,458919.0,A100,0001,TAN,
100,5000000314,000010,MAT00030,Standing Desk 8,25,EA,6174.39,154359.75,A100,0003,TAN,
100,5000000314,000020,MAT00076,Industrial Lubricant 19,36,EA,2296.38,82669.68,G100,0001,TAN,
100,5000000314,000030,MAT00023,Pallet 6,12,EA,1152.89,13834.68,C100,0003,TAN,
100,5000000314,000040,MAT00044,Tool Kit 11,11,EA,5788.52,63673.72,C100,0003,TAN,
100,5000000315,000010,MAT00024 ,Tool Kit 6,57,EA,704.73,40169.61,A100,0003,TAN,
100,5000000315,000020,MAT00008,Industrial Lubricant 2,25,EA,,166636.0,A100,0003,TAN,
100,5000000315,000030,MAT00017,USB-C Dock 5,34,EA,2590.39,88073.26,C100,0003,TAN,
100,5000000315,000040,MAT00038,Office Chair 10,59,EA,4358.32,205712.7,G100,0002,TAN,
100,5000000315,000050,MAT00075,Carton Box 19,21,EA,781.65,16414.65,C100,0003,TAN,
100,5000000316,000010,MAT00023,Pallet 6,58,EA,1021.45,59244.1,G100,0002,TAN,
100,5000000316,000020,MAT00011,Bubble Wrap 3,30,EA,31.26,937.8,C100,0003,TAN,
100,5000000317,000010,MAT00029,Wireless Keyboard 8,23,EA,32054.02,737242.46,C100,0002,TAN,
100,5000000318,000010,MAT00055,Packing Tape 14,4,EA,1304.06,5216.24,C100,0002,TAN,
100,5000000318,000020,MAT00068,Safety Gloves 17,-5,EA,6143.16,116720.04,A100,0002,TAN,
100,5000000318,000030,MAT00075,Carton Box 19,43,EA,916.58,39412.94,A100,0002,TAN,
100,5000000318,000040,MAT00002,Desk Lamp 1,54,EA,8028.57,433542.78,A100,0002,TAN,
100,5000000319,000010,MAT00043,Carton Box 11,58,EA,668.05,38746.9,,0001,TAN,
100,5000000319,000020,MAT00011,Bubble Wrap 3,40,EA ,27.98,1119.2,G100,0002,TAN,
100,5000000319,000030,MAT00036,Safety Gloves 9,14,EA,3130.76,43830.64,A100,0003,TAN,
100,5000000319,000040,MAT00009,Business Monitor 3,43,EA,,1808061.85,C100,0003,TAN,
100,5000000319,000050,MAT00048,Safety Helmet 12,36,EA,1607.76,57879.36,G100,0002,TAN,
100,5000000320,000010,MAT00018,Filing Cabinet 5,16,EA,2950.32,47205.12,C100,0003,TAN,
100,5000000321,000010,MAT00011,Bubble Wrap 3,22,EA,27.75,610.5,A100,0001,TAN,
100,5000000321,000020,MAT00047,Stretch Film 12,20,EA,660.09,13201.8,C100,0002,TAN,
100,5000000322,000010,MAT00013 ,Business Monitor 4,34,EA,29663.88,1008571.92,A100,0001,TAN,
100,5000000322,000020,MAT00007,Stretch Film 2,12,EA,871.32,10455.84,A100,0003,TAN,
100,5000000322,000030,MAT00042,Desk Lamp 11,7,EA,4203.21,29422.47,C100,0002,TAN,
100,5000000322,000040,MAT00016,Safety Helmet 4,3,EA,309.97,929.91,C100,0002,TAN,
100,5000000322,000050,MAT00037,Business Monitor 10,6,EA,12654.63,75927.78,G100,0003,TAN,
100,5000000323,000010,MAT00028,Safety Gloves 7,39,EA,6574.7,256413.3,A100,0001,TAN,
100,5000000323,000020,MAT00039,Carton Box 10,58,EA,383.43,22238.94,C100,0001,TAN,
100,5000000323,000030,MAT00029,Wireless Keyboard 8,30,EA,29732.21,891966.3,G100,0001,TAN,
100,5000000324,000010,MAT00017,USB-C Dock 5,24,EA,2943.1,70634.4,C100,0003,TAN,
100,5000000325,000010, MAT00002,Desk Lamp 1,30,EA,7145.45,214363.5,G100,0001,TAN,
100,5000000325,000020,MAT00048,Safety Helmet 12,2,EA,1756.31,3512.62,G100,0002,TAN,
100,5000000326,000010,MAT00070,Meeting Table 18,20,EA,5872.0,117440.0,A100,0001,TAN,
100,5000000326,000020,MAT00061,Business Monitor 16,57,EA,13742.32,783312.24,G100,0002,TAN,
100,5000000326,000030,MAT00030,Standing Desk 8,33,EA,5484.8,180998.4,C100,0001,TAN,
100,5000000326,000040,MAT00074,Standing Desk 19,2,EA,6451.42,12902.84,C100,0002,TAN,
100,5000000326,000050,MAT00043,Carton Box 11,37,EA,604.91,22381.67,C100,0003,TAN,
100,5000000327,000010,MAT00032,Safety Helmet 8,1,EA,308.48,308.48,A100,0001,TAN,
100,5000000327,000020,MAT00049,Laptop 15 Inch 13,40,EA,12870.67,514826.8,A100,0002,TAN,
100,5000000327,000030,MAT00080,Tool Kit 20,5,EA,2612.88,13064.4,C100,0002,TAN,
100,5000000327,000040,MAT00022,Office Chair 6,21,EA,6433.93,135112.53,G100,0001,TAN,
100,5000000328,000010,MAT00056,Safety Gloves 14,33,EA,5573.24,183916.92,G100,0003,TAN,
100,5000000328,000020,MAT00011,Bubble Wrap 3,13,EA,30.98,402.74,A100,0001,TAN,
100,5000000328,000030,MAT00008,Industrial Lubricant 2,9,EA,6747.14,60724.26,A100,0001,TAN,
100,5000000328,000040,MAT00014,Filing Cabinet 4,2,EA,10827.37,21654.74,A100,0002,TAN,
100,5000000328,000050,MAT00057,Wireless Keyboard 15,33,EA,32966.81,1087904.73,G100,0002,TAN,
100,5000000329,000010,MAT00040,Drill Bit Set 10,13,EA,3575.3,46478.9,,0002,TAN,
100,5000000330,000010,MAT00073,USB-C Dock 19,58,EA,5693.82,330241.56,A100,0003,TAN,
100,5000000331,000010,MAT00076,Industrial Lubricant 19,17,EA,1983.93,33726.81,A100,0003,TAN,
100,5000000331,000020,MAT00017,USB-C Dock 5,46,EA,2821.46,129787.16,C100,0003,TAN,
100,5000000331,000030,MAT00034,Desk Lamp 9,55,EA,11432.9,628809.5,A100,0002,TAN,
100,5000000331,000040,MAT00055,Packing Tape 14,15,EA,1188.37,17825.55,G100,0001,TAN,
100,5000000331,000050,MAT00019,Carton Box 5,14,EA,,12649.42,C100,0003,TAN,
100,5000000332,000010,MAT00036,Safety Gloves 9,17,EA,2787.17,47381.89,G100,0001,TAN,
100,5000000332,000020,MAT00077,Business Monitor 20,53,EA,-4844.69,256768.57,G100,0001,TAN,
100,5000000332,000030,MAT00020,Tool Kit 5,60,EA,3800.92,228055.2,X999,0002,TAN,
100,5000000332,000040,MAT00027,Packing Tape 7,39,EA,820.17,31986.63,A100,0003,TAN,
100,5000000333,000010,MAT00031,Packing Tape 8,34,EA,147.31,5008.54,C100,0003,TAN,
100,5000000333,000020,MAT00046,Meeting Table 12,2,EA,16448.38,32896.76,C100,0002,TAN,
100,5000000333,000030,MAT00010,Office Chair 3,2,EA,16624.87,33249.74,G100,0001,TAN,
100,5000000333,000040,MAT00011,Bubble Wrap 3,30,EA,33.71,1011.3,C100,0003,TAN,
100,5000000334,000010,MAT00046,Meeting Table 12,45,EA,15857.45,856302.3,A100,0001,TAN,
100,5000000334,000020,MAT00040,Drill Bit Set 10,16,EA,3499.92,55998.72,A100,0003,TAN,
100,5000000334,000030,MAT00077,Business Monitor 20,25,Each,-4376.43,109410.75,A100,0003,TAN,
100,5000000335,000010,MAT00065,Wireless Keyboard 17,30,EA,5175.69,155270.7,A100,0003,TAN,
100,5000000335,000020,mat00044,Tool Kit 11,27,EA,5014.59,135393.93,C100,0001,TAN,
100,5000000335,000030,MAT00027,Packing Tape 7,-5,EA,831.45,34920.9,A100,0003,TAN,
100,5000000335,000040,MAT00011,Bubble Wrap 3,45,EA,32.66,1469.7,G100,0003,TAN,
100,5000000336,000010,MAT00051,Bubble Wrap 13,60,EA,963.69,57821.4,C100,0003,TAN,
100,5000000336,000020,MAT00004,Industrial Lubricant 1,36,EA,4811.17,173202.12,C100,0001,TAN,
100,5000000337,000010,MAT00046,Meeting Table 12,47,EA,17133.91,805293.77,G100,0003,TAN,
100,5000000337,000020,MAT00030,Standing Desk 8,54,EA,5425.95,293001.3,G100,0003,TAN,
100,5000000338,000010,MAT00047,Stretch Film 12,8,EA,576.2,4609.6,C100,0003,TAN,
100,5000000338,000020,MAT00066,Standing Desk 17,28,EA,4890.17,136924.76,G100,0003,TAN,
100,5000000338,000030,MAT00024,Tool Kit 6,28,EA,690.24,19326.72,G100,0001,TAN,
100,5000000339,000010,MAT00055,Packing Tape 14,13,EA,1101.02,14313.26,C100,0001,TAN,
100,5000000339,000020,MAT00021,Business Monitor 6,0,EA,29533.43,1210870.63,c100,0001,TAN,
100,5000000339,000030,MAT00059,Pallet 15,15,EA,251.77,3776.55,A100,0001,TAN,
100,5000000340,000010,mat00067,Stretch Film 17,56,EA,658.17,36857.52,A100,0001,TAN,
100,5000000340,000020,MAT00039,Carton Box 10,48,ea,358.98,17231.04,A100,0003,TAN,
100,5000000340,000030,MAT00068,Safety Gloves 17,-1,EA,6381.21,12762.42,G100,0001,TAN,
100,5000000340,000040,MAT00037,Business Monitor 10,9,EA,12835.68,173281.68,c100,0003,TAN,
100,5000000341,000010,MAT00054,Office Chair 14,26,EA,4781.94,124330.44,A100,0002,TAN,
100,5000000341,000020,MAT00077,Business Monitor 20,49,EA,4666.28,228647.72,C100,0001,TAN,
100,5000000341,000030,MAT00018,Filing Cabinet 5,25,EA,3015.65,75391.25,A100,0001,TAN,
100,5000000341,000040,MAT00065,Wireless Keyboard 17,44,EA,4281.13,188369.72,A100,0001,TAN,
100,5000000341,000050,MAT00069,USB-C Dock 18,1,EA,31824.03,31824.03,A100,0002,TAN,
100,5000000342,000010,MAT00018,Filing Cabinet 5,55,EA,3632.1,199765.5,C100,0002,TAN,
100,5000000342,000020,MAT00031,Packing Tape 8,28,EA,146.68,4107.04,C100,0002,TAN,
100,5000000342,000030,MAT00075,Carton Box 19,54,EA,823.17,44451.18,G100,0002,TAN,
100,5000000343,000010,MAT00031,Packing Tape 8,41,EA,158.26,6488.66,A100,0002,TAN,
100,5000000343,000020,MAT00054,Office Chair 14,50,EA,5348.64,267432.0,G100,0001,TAN,
100,5000000344,000010,MAT00044,Tool Kit 11,12,EA,5245.38,62944.56,A100,0003,TAN,
100,5000000345,000010,MAT00017,USB-C Dock 5,43,EA,3049.71,131137.53,A100,0002,TAN,
100,5000000345,000020,MAT00027,Packing Tape 7,34,EA,844.78,28722.52,A100,0002,TAN,
100,5000000345,000030,MAT00045,Laptop 15 Inch 12,39,EA,13019.12,507745.68,A100,0003,TAN,
100,5000000345,000040,MAT00043,Carton Box 11,25,EA,651.05,16276.25,A100,0002,TAN,
100,5000000346,000010,MAT00050,Filing Cabinet 13,44,EA,11006.34,484278.96,A100,0002,TAN,
100,5000000347,000010,MAT00017,USB-C Dock 5,48,EA,2638.44,126645.12,C100,0003,TAN,
100,5000000348,000010,MAT00065,Wireless Keyboard 17,19,EA,5022.51,95427.69,A100,0003,TAN,
100,5000000348,000020,MAT00006,Meeting Table 2,7,EA,13977.7,97843.9,c100,0002,TAN,
100,5000000348,000030,MAT00063 ,Packing Tape 16,16,EA,687.99,11007.84,C100,0002,TAN,
100,5000000348,000040,MAT00032,Safety Helmet 8,39,EA,308.62,12036.18,G100,0003,TAN,
100,5000000349,000010,MAT00026,Filing Cabinet 7,19,EA,,207891.16,A100,0001,TAN,
100,5000000349,000020,MAT00078,Filing Cabinet 20,40,EA,9386.94,375477.6,C100,0002,TAN,
100,5000000349,000030,MAT00069,USB-C Dock 18,21,EA,36289.31,762075.51,A100,0001,TAN,
100,5000000349,000040,MAT00031,Packing Tape 8,13,EA,169.89,2208.57,C100,0003,TAN,
100,5000000350,000010,MAT00078,Filing Cabinet 20,52,EA,,353193.15,C100,0001,TAN,
100,5000000350,000020, MAT00059,Pallet 15,49,EA,252.58,12376.42,C100,0001,TAN,
100,5000000350,000030,MAT00031,Packing Tape 8,50,EA,172.58,8629.0,A100,0002,TAN,
100,5000000350,000040,MAT00038,Office Chair 10,41,EA,4555.84,186789.44,C100,0002,TAN,
100,5000000350,000050,MAT00034,Desk Lamp 9,32,EA,10189.66,326069.12,A100,0001,TAN,
100,5000000351,000010,MAT00072,Safety Gloves 18,15,EA,4773.74,71606.1,A100,0001,TAN,
100,5000000351,000020,MAT00035,Carton Box 9,50,EA,296.96,14848.0,G100,0003,TAN,
100,5000000351,000030,MAT00036,Safety Gloves 9,60,Each,2568.94,154136.4,G100,0002,TAN,
100,5000000352,000010,MAT00007,Stretch Film 2,6,EA,728.66,4371.96,C100,0003,TAN,
100,5000000352,000020,MAT00061,Business Monitor 16,60,EA,16180.64,970838.4,G100,0002,TAN,
100,5000000353,000010,MAT00052,Safety Helmet 13,6,EA,5827.27,34963.62,G100,0003,TAN,
100,5000000353,000020,MAT00045,Laptop 15 Inch 12,50,EA,12328.93,616446.5,C100,0002,TAN,
100,5000000354,000010,MAT00048,Safety Helmet 12,23,Each,1782.43,40995.89,C100,0003,TAN,
100,5000000354,000020,MAT00026,Filing Cabinet 7,22,EA,9845.66,216604.52,A100,0001,TAN,
100,5000000354,000030,MAT00015,Carton Box 4,27,EA,-214.19,5783.13,c100,0001,TAN,
100,5000000355,000010,MAT00072,Safety Gloves 18,56,EA,4537.3,254088.8,C100,0002,TAN,
100,5000000355,000020,MAT00076,Industrial Lubricant 19,26,EA,1971.07,51247.82,C100,0002,TAN,
100,5000000355,000030,MAT00068,Safety Gloves 17,53,PC,6011.01,318583.53,A100,0003,TAN,
100,5000000356,000010,MAT00071,Pallet 18,26,EA,872.97,22697.22,G100,0002,TAN,
100,5000000357,000010,MAT00056,Safety Gloves 14,46,EA,5132.48,236094.08,C100,0001,TAN,
100,5000000357,000020,MAT00038,Office Chair 10,-1,EA,4694.52,262893.12,G100,0001,TAN,
100,5000000357,000030,MAT00076,Industrial Lubricant 19,32,EA,1998.3,63945.6,C100,0002,TAN,
100,5000000357,000040,MAT00003,Packing Tape 1,8,EA,882.21,7057.68,A100,0002,TAN,
100,5000000358,000010,MAT00070,Meeting Table 18,18,EA,5098.77,91777.86,C100,0003,TAN,
100,5000000359,000010,MAT00034,Desk Lamp 9,34,EA,,382365.7,A100,0002,TAN,
100,5000000360,000010,MAT00033,Business Monitor 9,50,EA,22952.88,1147644.0,C100,0002,TAN,
100,5000000360,000020,MAT00038,Office Chair 10,30,EA,4442.62,133278.6,A100,0003,TAN,
100,5000000361,000010,MAT00064,Drill Bit Set 16,56,EA,3335.94,186812.64,A100,0001,TAN,
100,5000000361,000020,MAT00009,Business Monitor 3,19,EA,46961.47,892267.93,C100,0002,TAN,
100,5000000361,000030,MAT00070,Meeting Table 18,48,EA,-5840.42,280340.16,G100,0002,TAN,
100,5000000362,000010,MAT00016,Safety Helmet 4,33,EA,292.71,9659.43,c100,0002,TAN,
100,5000000362,000020,MAT00040,Drill Bit Set 10,22,EA,2993.89,65865.58,A100,0003,TAN,
100,5000000362,000030,MAT00043,Carton Box 11,58,EA,636.18,36898.44,A100,0001,TAN,
100,5000000362,000040,MAT00053,USB-C Dock 14,33,EA,31519.04,1040128.32,A100,0002,TAN,
100,5000000363,000010,MAT00003,Packing Tape 1,7,EA,781.81,5472.67,A100,0003,TAN,
100,5000000363,000020,MAT00074,Standing Desk 19,20,EA,5979.98,119599.6,G100,0001,TAN,
100,5000000364,000010,MAT00067,Stretch Film 17,43,EA,713.66,30687.38,G100,0002,TAN,
100,5000000364,000020,mat00008,Industrial Lubricant 2,27,EA,6315.25,170511.75,G100,0003,TAN,
100,5000000365,000010,MAT00037,Business Monitor 10,12,EA,12195.49,146345.88,G100,0001,TAN,
100,5000000366,000010,mat00011,Bubble Wrap 3,10,EA,29.82,298.2,C100,0001,TAN,
100,5000000366,000020,MAT00023 ,Pallet 6,47,EA,1044.31,49082.57,c100,0001,TAN,
100,5000000366,000030,MAT00079,Packing Tape 20,37,EA,53.31,1972.47,C100,0002,TAN,
100,5000000366,000040,MAT00034,Desk Lamp 9,11,EA,10349.33,113842.63,A100,0003,TAN,
100,5000000367,000010,MAT00043,Carton Box 11,60,EA,565.64,40726.08,G100,0001,TAN,
100,5000000367,000020,MAT00033,Business Monitor 9,19,EA,27478.11,522084.09,G100,0002,TAN,
100,5000000368,000010,MAT00038,Office Chair 10,42,EA,4257.75,178825.5,C100,0001,TAN,
100,5000000369,000010,MAT00061,Business Monitor 16,40,EA,15573.0,622920.0,A100,0003,TAN,
100,5000000370,000010,MAT00019,Carton Box 5,52,EA,859.01,44668.52,G100,0001,TAN,
100,5000000370,000020,MAT00059,Pallet 15,2,EA,251.59,503.18,C100,0003,TAN,
100,5000000370,000030,MAT00016,Safety Helmet 4,39,EA,284.76,11105.64,G100,0001,TAN,
100,5000000370,000040,MAT00056,Safety Gloves 14,24,PC,5962.37,143096.88,A100,0001,TAN,
100,5000000371,000010,MAT99999,Bubble Wrap 3,10,EA,31.36,313.6,G100,0003,TAN,
100,5000000371,000020,MAT00058,Office Chair 15,48,Each,4229.16,202999.68,G100,0003,TAN,
100,5000000372,000010,MAT00032,Safety Helmet 8,4,EA,293.63,1174.52,A100,0003,TAN,
100,5000000373,000010,MAT00024,Tool Kit 6,24,EA,767.17,18412.08,G100,0003,TAN,
100,5000000373,000020,MAT00068,Safety Gloves 17,49,EA,6616.44,324205.56,A100,0001,TAN,
100,5000000373,000030,MAT00019,Carton Box 5,23,EA,893.56,20551.88,A100,0002,TAN,
100,5000000373,000040,MAT00066,Standing Desk 17,48,EA,4383.74,210419.52,C100,0001,TAN,
100,5000000374,000010,MAT00067,Stretch Film 17,52,EA,720.42,37461.84,A100,0003,TAN,
100,5000000374,000020,MAT00020,Tool Kit 5,15,EA,4112.53,61687.95,G100,0003,TAN,
100,5000000374,000030,MAT00051,Bubble Wrap 13,23,EA,853.2,19623.6,G100,0003,TAN,
100,5000000374,000040,MAT00078,Filing Cabinet 20,57,EA,9697.22,552741.54,A100,0002,TAN,
100,5000000375,000010,MAT00044,Tool Kit 11,10,EA,5770.73,57707.3,C100,0003,TAN,
100,5000000376,000010,MAT99999,Safety Gloves 17,37,EA,6152.06,227626.22,G100,0003,TAN,
100,5000000376,000020,MAT00028,Safety Gloves 7,8,EA,5827.0,46616.0,C100,0002,TAN,
100,5000000376,000030,MAT00053,USB-C Dock 14,7,EA,36001.7,252011.9,C100,0001,TAN,
100,5000000376,000040,MAT00079,Packing Tape 20,14,EA,58.44,818.16,C100,0003,TAN,
100,5000000376,000050,MAT00031,Packing Tape 8,23,EA,175.79,4043.17,G100,0002,TAN,
100,5000000377,000010,MAT00072,Safety Gloves 18,4,EA,4018.49,16073.96,A100,0002,TAN,
100,5000000377,000020, MAT00057,Wireless Keyboard 15,17,EA,37369.67,635284.39,G100,0003,TAN,
100,5000000378,000010,MAT00033,Business Monitor 9,52,EA,27310.9,1420166.8,G100,0001,TAN,
100,5000000378,000020,MAT00039,Carton Box 10,18,EA,372.17,6699.06,G100,0002,TAN,
100,5000000378,000030,MAT00041,USB-C Dock 11,57,EA,14248.98,812191.86,C100,0003,TAN,
